"ID";"Name";"AdmArea";"global_id";"District";"Address";"PublicPhone";"ExtraInfo";
"Локальный идентификатор";"Наименование пункта";"Административный округ";"global_id";"Район";"Адрес";"Контактный телефон";"Дополнительная информация";
"313";"Участковый пункт полиции №65 по району Выхино-Жулебино";"Юго-Восточный административный округ";"64054486";"район Выхино-Жулебино";"улица Авиаконструктора Миля, дом 1";"(499) 704-53-01";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"314";"Участковый пункт полиции №66 по району Выхино-Жулебино";"Юго-Восточный административный округ";"64054487";"район Выхино-Жулебино";"улица Генерала Кузнецова, дом 17";"(499) 704-01-85";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"315";"Участковый пункт полиции №67 по району Марьино";"Юго-Восточный административный округ";"64054488";"район Марьино";"Марьинский бульвар, дом 3";"(499) 784-88-57";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"316";"Участковый пункт полиции №68 по району Марьино";"Юго-Восточный административный округ";"64054489";"район Марьино";"улица Перерва, дом 56, корпус 1";"(495) 645-20-00";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"317";"Участковый пункт полиции №69 по району Марьино";"Юго-Восточный административный округ";"64054490";"район Марьино";"улица Поречная, дом 17/22";"(495) 345-75-60";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"318";"Участковый пункт полиции №70 по району Марьино";"Юго-Восточный административный округ";"64054491";"район Марьино";"улица Поречная, дом 21";"(495) 345-66-01";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"319";"Участковый пункт полиции №71 по району Марьино";"Юго-Восточный административный округ";"64054492";"район Марьино";"Мячковский бульвар, дом 9";"(495) 346-98-23";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"320";"Участковый пункт полиции №72 по району Марьино";"Юго-Восточный административный округ";"64054493";"район Марьино";"улица Братиславская, дом 15, корпус 2";"(495) 345-62-86";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"321";"Участковый пункт полиции №73 по району Марьино";"Юго-Восточный административный округ";"64054494";"район Марьино";"улица Перерва, дом 45, корпус 1";"(495) 347-97-19";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"322";"Участковый пункт полиции №74 по району Марьино";"Юго-Восточный административный округ";"64054495";"район Марьино";"Перервинский бульвар, дом 21";"(495) 658-65-06";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"323";"Участковый пункт полиции №75 по району Марьино";"Юго-Восточный административный округ";"64054496";"район Марьино";"улица Марьинский парк, дом 21, корпус 1";"(499) 356-10-51";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"324";"Участковый пункт полиции №76 по району Некрасовка";"Юго-Восточный административный округ";"64054497";"район Некрасовка";"улица Некрасовкая, дом 5";"(499) 746-76-40";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"325";"Участковый пункт полиции №1 по району Бирюлево Восточное";"Южный административный округ";"64054498";"район Бирюлёво Восточное";"улица Бирюлевская, дом 1, корпус 2";"(495) 326-96-13";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"326";"Участковый пункт полиции №2 по району Бирюлево Восточное";"Южный административный округ";"64054499";"район Бирюлёво Восточное";"улица Бирюлевская,  дом 21, корпус 3";"(495) 326-98-10";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"327";"Участковый пункт полиции №3 по району Бирюлево Восточное";"Южный административный округ";"64054500";"район Бирюлёво Восточное";"улица Бирюлевская, дом 16";"(495) 326-68-38";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"328";"Участковый пункт полиции №4 по району Бирюлево Восточное";"Южный административный округ";"64054501";"район Бирюлёво Восточное";"улица Бирюловская, дом 52, корпус 1";"(495) 328-83-02";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"329";"Участковый пункт полиции №5 по району Бирюлево Восточное";"Южный административный округ";"64054502";"район Бирюлёво Восточное";"улица Липецкая, дом 34/25";"(495) 328-85-85";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"330";"Участковый пункт полиции №6 по району Бирюлево Восточное";"Южный административный округ";"64054503";"район Бирюлёво Восточное";"улица Лебедянская, дом 30";"(495) 328-94-22";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"331";"Участковый пункт полиции №2 по району Бирюлево Западное";"Южный административный округ";"64054504";"район Бирюлёво Западное";"улица Медынская, дом 4, корпус 1";"(495) 383-44-55";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"332";"Участковый пункт полиции №3 по району Бирюлево Западное";"Южный административный округ";"64054505";"район Бирюлёво Западное";"улица Харьковская, дом 1, корпус 3";"(495) 383-95-22";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"129";"Участковый пункт полиции №38 по району Марьина Роща";"Северо-Восточный административный округ";"64054506";"район Марьина Роща";"Октябрьский переулок, дом 13";"(495) 681-62-20";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"130";"Участковый пункт полиции №39 по району Марьина Роща";"Северо-Восточный административный округ";"64054507";"район Марьина Роща";"улица Стрелецкая,  дом 6";"(495) 689-10-32";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"131";"Участковый пункт полиции №40 по району Марьина Роща";"Северо-Восточный административный округ";"64054508";"район Марьина Роща";"3-й проезд Марьиной Рощи, дом 5";"(495) 631-10-03";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"132";"Участковый пункт полиции №41 по району Марьина Роща";"Северо-Восточный административный округ";"64054509";"район Марьина Роща";"Старомарьинское шоссе, дом 18";"(495) 619-73-60";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"133";"Участковый пункт полиции №21 по району Бутырский";"Северо-Восточный административный округ";"64054510";"Бутырский район";"улица Милашенкова, дом 18";"(964) 787-20-02";"И.о. участкового - Д.Н. Глухов. Дополнительную информацию можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"134";"Участковый пункт полиции №22 по району Бутырский";"Северо-Восточный административный округ";"64054511";"Бутырский район";"улица Милашенкова, дом 18";"(495) 639-47-22";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"135";"Участковый пункт полиции №23 по району Бутырский";"Северо-Восточный административный округ";"64054512";"Бутырский район";"улица Гончарова, дом 7А";"(495) 618-08-88,(495) 618-12-80";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"136";"Участковый пункт полиции №24 по району Бутырский";"Северо-Восточный административный округ";"64054513";"Бутырский район";"улица Милашенкова, дом 1";"(495) 229-05-92";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"137";"Участковый пункт полиции №42 по району Останкинский";"Северо-Восточный административный округ";"64054514";"Останкинский район";"улица Академика Королева, дом 8/2";"(495) 616-91-12";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"138";"Участковый пункт полиции №43 по району Останкинский";"Северо-Восточный административный округ";"64054515";"Останкинский район";"Звездный бульвар, дом 30/1";"(495) 615-50-69";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"139";"Участковый пункт полиции №44 по району Останкинский";"Северо-Восточный административный округ";"64054516";"Останкинский район";"улица Цандера, дом 7";"(495) 602-21-45";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"140";"Участковый пункт полиции №45 по району Останкинский";"Северо-Восточный административный округ";"64054517";"Останкинский район";"проезд Ольминского, дом 3";"(495) 682-20-33";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"141";"Участковый пункт полиции №46 по району Останкинский";"Северо-Восточный административный округ";"64054518";"Останкинский район";"улица Годовикова, дом 2";"(495) 687-19-20";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"142";"Участковый пункт полиции №5 по району Алтуфьевский";"Северо-Восточный административный округ";"64054519";"Алтуфьевский район";"улица Инженерная, дом 15";"(499) 209-44-44";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"143";"Участковый пункт полиции №6 по району Алтуфьевский";"Северо-Восточный административный округ";"64054520";"Алтуфьевский район";"улица Костромская, дом 4а";"(499) 209-44-44";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"144";"Участковый пункт полиции №62 по району Свиблово";"Северо-Восточный административный округ";"64054521";"район Свиблово";"улица Снежная дом 4";"(499) 180-20-40";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"145";"Участковый пункт полиции №63 по району Свиблово";"Северо-Восточный административный округ";"64054522";"район Свиблово";"улица Снежная дом 13, корпус 1";"(499) 180-64-13";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"146";"Участковый пункт полиции №64 по району Свиблово";"Северо-Восточный административный округ";"64054523";"район Свиблово";"Берингов проезд, дом 3";"(499) 189-69-22";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"147";"Участковый пункт полиции №65 по району Свиблово";"Северо-Восточный административный округ";"64054524";"район Свиблово";"улица Вересковая, дом 1, корпус 1";"(499) 186-03-01";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"148";"Участковый пункт полиции №59 по району Ростокино";"Северо-Восточный административный округ";"64054525";"район Ростокино";"улица Малахитовая, дом 8, корпус 3";"(499) 181-21-88";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"149";"Участковый пункт полиции №60 по району Ростокино";"Северо-Восточный административный округ";"64054526";"район Ростокино";"улица Докукина, дом 5";"(499) 187-57-62";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"150";"Участковый пункт полиции №61 по району Ростокино";"Северо-Восточный административный округ";"64054527";"район Ростокино";"улица Сельскохозяйственная, дом 14";"(499) 181-23-91";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"151";"Участковый пункт полиции №36 по району Марфино";"Северо-Восточный административный округ";"64054528";"район Марфино";"улица Академика Комарова, дом 9";"(495) 619-90-22";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"152";"Участковый пункт полиции №37 по району Марфино";"Северо-Восточный административный округ";"64054529";"район Марфино";"улица Комдива Орлова, дом 8";"(499) 488-65-24";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"153";"Участковый пункт полиции №76 по району Северный";"Северо-Восточный административный округ";"64054530";"район Северный";"улица 9-я Северная линия,  дом 1, корпус 1";"(499) 767-75-00";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"154";"Участковый пункт полиции №48 по району Измайлово";"Восточный административный округ";"64054531";"район Измайлово";"улица 3-я Парковая, дом 22А";"(499) 367-49-82";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"155";"Участковый пункт полиции №49 по району Измайлово";"Восточный административный округ";"64054532";"район Измайлово";"Заводской проезд, дом 25А";"(499) 165-37-56";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"156";"Участковый пункт полиции №42 по району Измайлово";"Восточный административный округ";"64054533";"район Измайлово";"Измайловский бульвар, дом 36/27";"(499) 367-45-72";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"157";"Участковый пункт полиции №43 по району Измайлово";"Восточный административный округ";"64054534";"район Измайлово";"улица Верхняя Первомайская, дом 16";"(499) 164-38-42";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"158";"Участковый пункт полиции №44 по району Измайлово";"Восточный административный округ";"64054535";"район Измайлово";"улица Верхняя Первомайская, дом 23А";"(499) 164-99-63";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"159";"Участковый пункт полиции №45 по району Измайлово";"Восточный административный округ";"64054536";"район Измайлово";"Измайловский проезд, дом 20, корпус 3";"(499) 164-48-80";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"160";"Участковый пункт полиции №46 по району Измайлово";"Восточный административный округ";"64054537";"район Измайлово";"Измайловский проезд, дом 6, корпус 3";"(495) 965-28-84";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"161";"Участковый пункт полиции №47 по району Измайлово";"Восточный административный округ";"64054538";"район Измайлово";"улица 2-я Прядильная, дом 5";"(499) 652-04-89";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"162";"Участковый пункт полиции №55 по району Метрогородок";"Восточный административный округ";"64054539";"район Метрогородок";"Открытое шоссе, дом 17, корпус 9";"(499) 167-85-10";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"163";"Участковый пункт полиции №56 по району Метрогородок";"Восточный административный округ";"64054540";"район Метрогородок";"Открытое шоссе, дом 24, корпус 13";"(499) 167-24-30";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"164";"Участковый пункт полиции №57 по району Метрогородок";"Восточный административный округ";"64054541";"район Метрогородок";"Открытое шоссе, дом 27, корпус 8";"(499) 167-44-74";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"165";"Участковый пункт полиции №62 по району Новогиреево";"Восточный административный округ";"64054542";"район Новогиреево";"улица Братская, дом 21, корпус1";"(495) 309-17-55";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"166";"Участковый пункт полиции №63 по району Новогиреево";"Восточный административный округ";"64054543";"район Новогиреево";"Зеленый проспект, дом 50";"(499) 748-41-25";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"167";"Участковый пункт полиции №58 по району Новогиреево";"Восточный административный округ";"64054544";"район Новогиреево";"Саперный проезд, дом 11";"(499) 748-42-75";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"168";"Участковый пункт полиции №59 по району Новогиреево";"Восточный административный округ";"64054545";"район Новогиреево";"Свободный проспект, дом 37, корпус 2";"(495) 302-73-02";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"169";"Участковый пункт полиции №60 по району Новогиреево";"Восточный административный округ";"64054546";"район Новогиреево";"улица Новогиреевская, дом 49/28";"(499) 748-41-37";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"170";"Участковый пункт полиции №78 по району Преображенский";"Восточный административный округ";"64054547";"район Преображенское";"улица Буженинова, дом 22";"(495) 963-46-33";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"171";"Участковый пункт полиции №79 по району Преображенский";"Восточный административный округ";"64054548";"район Преображенское";"улица Просторная, дом 6";"(499) 162-12-74";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"172";"Участковый пункт полиции №80 по району Преображенский";"Восточный административный округ";"64054549";"район Преображенское";"улица Большая Черкизовская, дом 10, корпус 1";"(499) 161-50-89";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"173";"Участковый пункт полиции №81 по району Преображенский";"Восточный административный округ";"64054550";"район Преображенское";"улица Большая Черкизовская, дом 26, корп. 6";"(499) 161-21-04";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"174";"Участковый пункт полиции №82 по району Преображенский";"Восточный административный округ";"64054551";"район Преображенское";"улица Большая Черкизовская, дом 5, корпус 5";"(495) 963-76-93";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"175";"Участковый пункт полиции №83 по району Преображенский";"Восточный административный округ";"64054552";"район Преображенское";"Открытое шоссе, дом 2, корпус 3";"(499) 785-52-92";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"176";"Участковый пункт полиции №23 по району Гольяново";"Восточный административный округ";"64054553";"район Гольяново";"Щелковское шоссе, дом 19";"(495) 164-99-11";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"177";"Участковый пункт полиции №24 по району Гольяново";"Восточный административный округ";"64054554";"район Гольяново";"улица Амурская, дом 62";"(495) 462-21-72";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"178";"Участковый пункт полиции №25 по району Гольяново";"Восточный административный округ";"64054555";"район Гольяново";"улица Уральская, дом 15";"(495) 462-21-14";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"179";"Участковый пункт полиции №26 по району Гольяново";"Восточный административный округ";"64054556";"район Гольяново";"Щелковское шоссе, дом 77";"(495) 468-02-14";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"180";"Участковый пункт полиции №27 по району Гольяново";"Восточный административный округ";"64054557";"район Гольяново";"улица Байкальская, дом 44, корпус 1";"(495) 467-96-22";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"181";"Участковый пункт полиции №28 по району Гольяново";"Восточный административный округ";"64054558";"район Гольяново";"улица Хабаровская, дом 23, корпус 2";"(495) 467-22-10";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"182";"Участковый пункт полиции №29 по району Гольяново";"Восточный административный округ";"64054559";"район Гольяново";"улица Уссурийская, дом 5, корпус 1";"(495) 467-99-04";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"183";"Участковый пункт полиции №30 по району Гольяново";"Восточный административный округ";"64054560";"район Гольяново";"улица Красноярская, дом 13";"(499) 780-13-50";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"184";"Участковый пункт полиции №31 по району Гольяново";"Восточный административный округ";"64054561";"район Гольяново";"улица Байкальская, дом 45";"(495) 467-35-29";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"185";"Участковый пункт полиции №32 по району Гольяново";"Восточный административный округ";"64054562";"район Гольяново";"улица Байкальская, дом 29";"(495) 466-84-10";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"186";"Участковый пункт полиции №33 по району Гольяново";"Восточный административный округ";"64054563";"район Гольяново";"улица Красноярская,  дом 1";"(495) 460-24-87";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"187";"Участковый пункт полиции №22 по району Гольяново";"Восточный административный округ";"64054564";"район Гольяново";"улица Алтайская, дом 18";"(495) 466-41-33";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"188";"Участковый пункт полиции №71 по району Перово";"Восточный административный округ";"64054565";"район Перово";"Федеративный проспект, дом 5,  корпус 1";"(495) 304-20-30";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"189";"Участковый пункт полиции №72 по району Перово";"Восточный административный округ";"64054566";"район Перово";"улица 3-я Владимирская, дом 12, корп. 2";"(495) 672-03-70";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"190";"Участковый пункт полиции №73 по району Перово";"Восточный административный округ";"64054567";"район Перово";"улица 2-я Владимирская, дом 5";"(499) 785-13-56";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"191";"Участковый пункт полиции №74 по району Перово";"Восточный административный округ";"64054568";"район Перово";"улица 1-я Владимирская, дом 22, корпус 2";"(499) 785-13-25";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"192";"Участковый пункт полиции №75 по району Перово";"Восточный административный округ";"64054569";"район Перово";"улица Плющева, дом 18, корпус 2";"(495) 309-42-35";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"193";"Участковый пункт полиции №76 по району Перово";"Восточный административный округ";"64054570";"район Перово";"улица Перовская, дом 33, корпус 1";"(499) 785-16-87";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"194";"Участковый пункт полиции №77 по району Перово";"Восточный административный округ";"64054571";"район Перово";"улица Плеханова, дом 26, корпус 4";"(495) 309-14-00";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"195";"Участковый пункт полиции №16 по району Восточное Измайлово";"Восточный административный округ";"64054572";"район Восточное Измайлово";"улица 13-я Парковая, дом 22, корпус 4";"(495) 463-19-50";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"196";"Участковый пункт полиции №17 по району Восточное Измайлово";"Восточный административный округ";"64054573";"район Восточное Измайлово";"улица 16-я Парковая, дом 27";"(495) 463-20-11";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"197";"Участковый пункт полиции №18 по району Восточное Измайлово";"Восточный административный округ";"64054574";"район Восточное Измайлово";"Измайловский проспект, дом 87";"(495) 465-54-42";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"198";"Участковый пункт полиции №19 по району Восточное Измайлово";"Восточный административный округ";"64054575";"район Восточное Измайлово";"улица Первомайская, дом 110";"(495) 461-22-45";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"199";"Участковый пункт полиции №20 по району Восточное Измайлово";"Восточный административный округ";"64054576";"район Восточное Измайлово";"улица 11-я Парковая, дом 24";"(495) 780-82-52";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"200";"Участковый пункт полиции №35 по району Ивановское";"Восточный административный округ";"64054577";"район Ивановское";"улица Молостовых, дом 13, корпус 2";"(495) 303-20-55";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"201";"Участковый пункт полиции №36 по району Ивановское";"Восточный административный округ";"64054578";"район Ивановское";"улица Сталеваров, дом 10, корпус 3";"(495) 652-18-91";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
"202";"Участковый пункт полиции №37 по району Ивановское";"Восточный административный округ";"64054579";"район Ивановское";"шоссе Энтузиастов, дом 98А";"(495) 307-83-46";"ФИО участкового, часы приема можно узнать через специальную форму поиска на сайте petrovka38.ru/Kontaktnaja_informacija";
